Comments,Sentiment
gustó mucho trabajar organización concept haus ya tareas pusieron siempre hicieron interesantes único podría decir no gustó veces no respetaba horario dió inicio ay veces hacían notificaciones alguna junta imprevista o parecido y yo no podía clase o trabajando alguna cosa gustó mucho trabajo y concept haus aprendí mucho,"AnalyzerOutput(output=NEU, probas={NEU: 0.595, POS: 0.350, NEG: 0.055})"
¿la organización brindó beneficios comedor transporte remuneración económica etc acordaron inicio prácticas pregunta puse no ya todo linea no hablo tema,"AnalyzerOutput(output=NEU, probas={NEU: 0.868, NEG: 0.107, POS: 0.025})"
considero organización muchas intensiones yo aprendiera posible embargo situación pandemia hizo no pudiera sumergirme actividades organización,"AnalyzerOutput(output=NEG, probas={NEG: 0.531, NEU: 0.444, POS: 0.025})"
situación pandemia no permitió disfrutar todo conlleva prácticas profesión manera presencial razón evaluaciones no aplican o insuficientes,"AnalyzerOutput(output=NEG, probas={NEG: 0.843, NEU: 0.151, POS: 0.006})"
empresa comprometida medio ambiente increíble ambiente laboral resaltando apoyo mutuo,"AnalyzerOutput(output=POS, probas={POS: 0.738, NEU: 0.247, NEG: 0.015})"
excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.659, NEU: 0.291, NEG: 0.050})"
gracias apoyo situación contingencia,"AnalyzerOutput(output=NEU, probas={NEU: 0.722, POS: 0.173, NEG: 0.105})"
retrasos entregarme documentación pedía departamento prácticas profesión,"AnalyzerOutput(output=NEG, probas={NEG: 0.609, NEU: 0.382, POS: 0.010})"
proponer organizaciones proyectos relacionados licenciatura un muy buen proyecto personal siento no apliqué ningún conocimiento carrera aprendí nada tuviera ver misma,"AnalyzerOutput(output=NEU, probas={NEU: 0.713, NEG: 0.206, POS: 0.081})"
considero curso bien,"AnalyzerOutput(output=POS, probas={POS: 0.822, NEU: 0.156, NEG: 0.022})"
una buena empresa recomendable iniciar prácticas y empezar campo laboral,"AnalyzerOutput(output=POS, probas={POS: 0.708, NEU: 0.287, NEG: 0.005})"
muy bien aprendi mucho,"AnalyzerOutput(output=POS, probas={POS: 0.945, NEU: 0.050, NEG: 0.006})"
no deja poner horas voy realizar día ro diciembre poniendo hice horas aparecia introducir numero valido empresa farmater cumplió expectativas y aprendiendo muchísimo área almacen,"AnalyzerOutput(output=NEU, probas={NEU: 0.870, POS: 0.086, NEG: 0.044})"
reuniones muy tarde miércoles y viernes pm o pm y duraban mucho tiempo dr molina mantiene un ritmo trabajo muy acelerado grado pedir resultados manera casi inmediata y cuales no siempre alcanza tiempo obtenerlos adecuadamente dado responsabilidades escolares además siento carga trabajo muy alta momentos sentí comparado respecto trabajo realizó un chico estancia verano debido rapidez llegaba hacer simulaciones cabe aclarar yo poca experiencia dentro área siento dr molina no siempre una dirección fija orientar proyectos veces siente trabajo solicitado una idea situacional una tarea dirija hacia un objetivo sinceramente yo no recomendaría alguien hiciera prácticas él,"AnalyzerOutput(output=NEU, probas={NEU: 0.653, NEG: 0.316, POS: 0.031})"
haber practicas modalidad linea bastante buenas,"AnalyzerOutput(output=POS, probas={POS: 0.892, NEU: 0.100, NEG: 0.008})"
marak banquetes dio oportunidad acreditar practicas profesionales ii muy interesado hacer,"AnalyzerOutput(output=NEU, probas={NEU: 0.879, POS: 0.089, NEG: 0.032})"
una excelente experiencia muy agradecida oportunidad,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.020, NEG: 0.002})"
todo perfecto,"AnalyzerOutput(output=NEU, probas={NEU: 0.464, POS: 0.450, NEG: 0.086})"
tuve una muy buena experiencia practicas profesionales empres y supervisores,"AnalyzerOutput(output=POS, probas={POS: 0.954, NEU: 0.043, NEG: 0.003})"
comunicación y apoyo dra muy buena proyecto,"AnalyzerOutput(output=POS, probas={POS: 0.975, NEU: 0.022, NEG: 0.003})"
debido situación mundial actual trabajo desarrollado resultó muy similar tareas realizo ya clases sensación no adquirí ningún conocimiento profesional relevante un período tiempo muy difícil personal pues un familiar encuentra grave hospital y haciéndome cargo debido no dediqué tiempo atención suficiente asignación,"AnalyzerOutput(output=NEG, probas={NEG: 0.937, NEU: 0.060, POS: 0.003})"
excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.659, NEU: 0.291, NEG: 0.050})"
gusto proyecto interno gustado tener oportunidad haber hecho prácticas forma física alguna empresa todo buen respecto proyecto,"AnalyzerOutput(output=POS, probas={POS: 0.820, NEU: 0.173, NEG: 0.007})"
general organización muy buena cuánto comunicación y supervisión trabajo muy bien organizado home office y director revisa continuamente avances único proyecto no agrado ya no desempeñaba ningún conocimiento carrera simplemente buscaba datos,"AnalyzerOutput(output=NEU, probas={NEU: 0.647, POS: 0.210, NEG: 0.143})"
muy accesibles y serviciales,"AnalyzerOutput(output=POS, probas={POS: 0.909, NEU: 0.085, NEG: 0.006})"
ninguna,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.327, POS: 0.175})"
considero trabajar manera remota no puede explotar todo un proyecto,"AnalyzerOutput(output=NEG, probas={NEG: 0.901, NEU: 0.092, POS: 0.007})"
honestamente esperaba un mas prácticas embargo no debe organización ya contaban prácticas presenciales y debido pandemia tuvieron ajustar prácticas vía online todos modos encuentro conforme y satisfecho resultadaos,"AnalyzerOutput(output=NEU, probas={NEU: 0.697, NEG: 0.185, POS: 0.118})"
todo muy bien,"AnalyzerOutput(output=POS, probas={POS: 0.896, NEU: 0.092, NEG: 0.012})"
una experiencia distinta dadas circunstancias viviendo nivel mundial definitivamente gran aprendizaje dejo haber participado proyecto interno,"AnalyzerOutput(output=POS, probas={POS: 0.956, NEU: 0.041, NEG: 0.004})"
aprendí muchas cosas muy buen proyecto,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.025, NEG: 0.003})"
increíble experiencia equipo trbajo muy bueno mucho aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.967, NEU: 0.028, NEG: 0.006})"
gustó mucho proyecto prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.940, NEU: 0.051, NEG: 0.009})"
todo excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, POS: 0.215, NEG: 0.192})"
servicio becario prácticas profesionales aprendí aprendí completamente cuenta y no obtuve resultados esperados proyecto,"AnalyzerOutput(output=NEG, probas={NEG: 0.679, NEU: 0.311, POS: 0.010})"
todo perfecto ningún comentario,"AnalyzerOutput(output=NEU, probas={NEU: 0.572, POS: 0.355, NEG: 0.073})"
unas muy malas prácticas profesionales misma institución y modalidad línea,"AnalyzerOutput(output=NEG, probas={NEG: 0.975, NEU: 0.021, POS: 0.004})"
muy buenas prácticas pesar todo muy rápido,"AnalyzerOutput(output=POS, probas={POS: 0.935, NEU: 0.057, NEG: 0.007})"
todo muy bien organización brindaron apoyo siempre necesite así aprendizaje todo,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.024, NEG: 0.004})"
excelente espacio aprendizaje involucran mucho y dejan recibir responsabilidad,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.004})"
pareció una organización excelente y sumamente profesional ámbito laboral y aprendizaje,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.024, NEG: 0.003})"
yo supongo debido pandemia no pudo sacar provecho oportunidad prácticas daban lamentablemente covid muchas cosas cambiaron dentro proyecto y ende función haciendo mucho difícil participación y aprendizaje,"AnalyzerOutput(output=NEG, probas={NEG: 0.943, NEU: 0.054, POS: 0.004})"
una organización preocupa trabajador y busca una convivencia muy agradable siempre un apoyo compañeros y jefe una excelente persona ayudado aprender mucho y sentirme aceptado todos sentidos recomiendo ampliamente kreston bsg,"AnalyzerOutput(output=POS, probas={POS: 0.971, NEU: 0.026, NEG: 0.003})"
excelente organizacion trabajar,"AnalyzerOutput(output=POS, probas={POS: 0.959, NEU: 0.037, NEG: 0.004})"
todo excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, POS: 0.215, NEG: 0.192})"
única razón no pongo un excelente todo tema pandemia sufriendo todos creo área ayudo aprender diferentes cosas limito mucho práctica,"AnalyzerOutput(output=NEU, probas={NEU: 0.655, NEG: 0.320, POS: 0.024})"
creo impact no debería ofrecer prácticas área mercadotecnia ya no cuentan conocimiento tal prácticas resultaron realizar casi puro trabajo administrativo revisar correos electrónicos ordenarlos revisar ortografía y redacción y resumir información parte aplicada relacionada mercadotecnia mínima general tareas encargaron no recibía ninguna capacitación o asesoramiento honestamente unas prácticas parecía un trabajo secretaria horarios casi nunca respetados ya muchas juntas duraban todo horario acordado y acabando encargaban debíamos hacer día o siguiente junta igual manera muchas veces encargaban cosas realizar manera “urgente” horarios no correspondían incluso fin semana trabajo realizado casi siempre horario,"AnalyzerOutput(output=NEG, probas={NEG: 0.839, NEU: 0.156, POS: 0.006})"
preguntas oferta trabajo y beneficios transporte seleccione opción no debido yo proyecto interno y no aplicarían opciones preguntas,"AnalyzerOutput(output=NEU, probas={NEU: 0.813, NEG: 0.176, POS: 0.011})"
una excelente organización y muy buen ambiente trabajo,"AnalyzerOutput(output=POS, probas={POS: 0.979, NEU: 0.019, NEG: 0.002})"
todo vía online solo duro un mes y considero parte prácticas muy importante crecimiento profesional y caso yo no aprendí nada cómo trabajar realmente,"AnalyzerOutput(output=NEG, probas={NEG: 0.513, NEU: 0.471, POS: 0.016})"
una buena organización tipo actividades pidieron hacer considero un ingeniero mecánico aun uno practicante calificado,"AnalyzerOutput(output=NEU, probas={NEU: 0.596, POS: 0.390, NEG: 0.014})"
inicie octubre y aún no recibido oferta contratación,"AnalyzerOutput(output=NEG, probas={NEG: 0.512, NEU: 0.474, POS: 0.014})"
parece proyectos internos universidad buenos y deberían ofrecer variedad cada semestre y mejorar ya ofertado,"AnalyzerOutput(output=POS, probas={POS: 0.832, NEU: 0.156, NEG: 0.012})"
buena organización aprendes mucho no perdiendo perspectiva estudiante y aprendiendo,"AnalyzerOutput(output=POS, probas={POS: 0.897, NEU: 0.095, NEG: 0.008})"
aprendí mucho trabajo oficinas y líder un equipo,"AnalyzerOutput(output=POS, probas={POS: 0.887, NEU: 0.106, NEG: 0.007})"
senti muy bien dentro organización logre desarrollar nuevas habilidades y aplique conocimientos teóricos tareas asignadas muy contento dentro empresa,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.031, NEG: 0.004})"
prácticas vía online pareció no pude hacer unas verdaderas prácticas decir no apliqué conocimientos vida real compañeros trabajo horarios igual manera entendió pues tuvieron tomar medidas normal,"AnalyzerOutput(output=NEG, probas={NEG: 0.889, NEU: 0.107, POS: 0.004})"
una buena experiencia practicas profesión aprendí cosas muy buenas y una buena organización parte persona encargada actividades,"AnalyzerOutput(output=POS, probas={POS: 0.976, NEU: 0.022, NEG: 0.002})"
excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.659, NEU: 0.291, NEG: 0.050})"
falta comunicación,"AnalyzerOutput(output=NEU, probas={NEU: 0.513, NEG: 0.402, POS: 0.085})"
solo pude comunicarme día entrevista y no respondían mensajes llamadas no recibí documentos supone debía ir revisando proyecto iba apoyar y sigo saber nada,"AnalyzerOutput(output=NEG, probas={NEG: 0.848, NEU: 0.146, POS: 0.006})"
un excelente lugar realizar practicas un gran equipo,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.018, NEG: 0.002})"
un verdadero reto ya desconozco aún cosas reactores verdad no sentí preparada desempeñar correctamente objetivos proyecto junto tema clases y línea no ayudó profesor muy atento y comprensivo no siento gusto trabajo final ya no tuve tiempo suficiente ya enfermé y no pude hacer cosas tiempo agradezco todo apoyo doctor aaron romo dr nelly y lic ana maria ayudaron proceso gracias,"AnalyzerOutput(output=NEG, probas={NEG: 0.920, NEU: 0.074, POS: 0.007})"
todo excelente desafortunadamente no pude realizar muchas actividades,"AnalyzerOutput(output=NEG, probas={NEG: 0.538, NEU: 0.403, POS: 0.059})"
agradó mucho realizar prácticas organización disfruté mucho,"AnalyzerOutput(output=POS, probas={POS: 0.972, NEU: 0.024, NEG: 0.004})"
no realizó nada relevante o sienta relevancia prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.566, NEG: 0.414, POS: 0.020})"
ninguna todo bien,"AnalyzerOutput(output=POS, probas={POS: 0.563, NEU: 0.373, NEG: 0.063})"
no sabia esperar unas practicas linea satisfecho resultado,"AnalyzerOutput(output=NEU, probas={NEU: 0.642, NEG: 0.182, POS: 0.176})"
beneficios y remuneración no aplicó ya hice línea y costos pasaje y transporte comentaban practicantes daban buena empresa y aún pensando aceptar trabajo pd primer apellido no vázquez tapia,"AnalyzerOutput(output=NEU, probas={NEU: 0.841, NEG: 0.125, POS: 0.034})"
organización un ambiente laboral agradable además ofrece una perspectiva pueden aplicar campos conocimiento licenciatura,"AnalyzerOutput(output=POS, probas={POS: 0.816, NEU: 0.177, NEG: 0.007})"
creo experiencia mucho mejor presencial situacion falta comunicacion y dificil entender y hacer trabajo linea,"AnalyzerOutput(output=NEG, probas={NEG: 0.867, NEU: 0.125, POS: 0.008})"
considero no nada ver carrera relaciones internacionales o bien no pusieron área indicada además no prosiguieron proyecto pusieron inicio excusa pandemia no podía seguir proyecto,"AnalyzerOutput(output=NEG, probas={NEG: 0.926, NEU: 0.069, POS: 0.005})"
nombre no maría victoria lacadiere galdeano maría victoria ramírez galdeano,"AnalyzerOutput(output=NEU, probas={NEU: 0.749, NEG: 0.192, POS: 0.059})"
nombre mal josé murillo spinoso,"AnalyzerOutput(output=NEG, probas={NEG: 0.743, NEU: 0.234, POS: 0.023})"
ninguno satisfecha prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.520, POS: 0.399, NEG: 0.081})"
todo orden organización siempre muy atentos y pendiente mensajes y correos enviaba resolver dudas respecto tareas tenia entregar,"AnalyzerOutput(output=NEU, probas={NEU: 0.566, POS: 0.414, NEG: 0.020})"
apoyo parte alberto lópez estupendo siempre proceso muchas gracias,"AnalyzerOutput(output=POS, probas={POS: 0.947, NEU: 0.047, NEG: 0.007})"
no organización un proyecto interno y verdad no gustaría segundas prácticas así no llevado dos materias necesarias buen desarrollo proyecto energía eólica y solar y máquinas eléctricas y bastante complicado,"AnalyzerOutput(output=NEG, probas={NEG: 0.891, NEU: 0.103, POS: 0.006})"
una experiencia increíble pesar línea profesores gran ayuda y brindaron un conocimiento único,"AnalyzerOutput(output=POS, probas={POS: 0.980, NEU: 0.016, NEG: 0.004})"
verdad no gusto nada toco no sentí relacionado carrera no sentí pudiera ayudar saber cómo trabajar mercadotecnia pensé daría experiencia y creo hace falta organización y comunicación todos,"AnalyzerOutput(output=NEG, probas={NEG: 0.733, NEU: 0.248, POS: 0.019})"
